,Input_Count,Outputs,Wiring,Gates,Gate_Activations,Truth_Table,Final_Population
721,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 0, 0, 0, 1)",[ 0.  0.  0.  0.  4.  4.  6.  7.  8.  8.  8.  8. 12. 12. 14. 15.],False
722,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 1, 1, 0, 0)",[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  8.  0.  0.  0. 15.],False
723,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 0, 0, 0, 0)",[ 0.  0.  0.  0.  4.  4.  6.  7.  8.  8.  8.  8. 12. 12. 14. 15.],False
724,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 0, 1, 1, 1)",[ 0.  0.  0.  0.  0.  0.  0.  0.  8.  8.  8.  8. 12. 12. 14. 15.],False
725,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 1, 0, 0, 1)",[ 0.  0.  0.  0.  4.  4.  6.  7.  0.  0.  8.  8.  4.  4. 14. 15.],False
726,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 1, 1, 1, 1)",[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  8.  0.  0.  0. 15.],True
727,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 1, 1, 0, 1)",[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  8.  8.  0.  0. 14. 15.],True
728,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 1, 1, 1, 1)",[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  8.  0.  0.  0. 15.],False
729,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 1, 1, 0, 1)",[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  8.  0.  0.  0. 15.],True
730,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 0, 1, 1, 1)",[ 0.  0.  0.  0.  0.  0.  0.  0.  8.  8.  8.  8. 12. 12. 14. 15.],False
731,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 1, 1, 0, 1)",[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  8.  0.  0.  0. 15.],False
732,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 1, 0, 0, 1)",[ 0.  0.  0.  0.  4.  4.  6.  7.  0.  0.  8.  8.  4.  4. 14. 15.],False
733,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 1, 1, 0, 0)",[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  8.  8.  0.  0. 14. 15.],False
734,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 0, 0, 0, 1)",[ 0.  0.  0.  0.  4.  4.  6.  7.  8.  8.  8.  8. 12. 12. 14. 15.],False
735,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 1, 1, 0, 1)",[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  8.  8.  0.  0. 14. 15.],False
736,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 0, 1, 0, 1)",[ 0.  0.  0.  0.  0.  0.  0.  0.  8.  8.  8.  8. 12. 12. 14. 15.],False
737,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 0, 1, 0, 0)",[ 0.  0.  0.  0.  0.  0.  0.  0.  8.  8.  8.  8. 12. 12. 14. 15.],False
738,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 0, 0, 1, 1)",[ 0.  0.  0.  0.  4.  4.  6.  7.  8.  8.  8.  8. 12. 12. 14. 15.],False
739,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 1, 1, 1, 1)",[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  8.  8.  0.  0. 14. 15.],False
740,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 1, 0, 1, 1)",[ 0.  0.  0.  0.  4.  4.  6.  7.  0.  0.  8.  8.  4.  4. 14. 15.],False
741,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 0, 0, 0, 0)",[ 0.  0.  0.  0.  4.  4.  6.  7.  8.  8.  8.  8. 12. 12. 14. 15.],False
742,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 1, 1, 0, 0)",[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  8.  0.  0.  0. 15.],False
743,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 1, 0, 0, 0)",[ 0.  0.  0.  0.  4.  4.  6.  7.  0.  0.  0.  8.  4.  4.  6. 15.],False
744,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 0, 1, 1, 1)",[ 0.  0.  0.  0.  0.  0.  0.  0.  8.  8.  8.  8. 12. 12. 14. 15.],False
745,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 1, 0, 1, 0)",[ 0.  0.  0.  0.  4.  4.  6.  7.  0.  0.  0.  8.  4.  4.  6. 15.],False
746,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 1, 0, 0, 0)",[ 0.  0.  0.  0.  4.  4.  6.  7.  0.  0.  8.  8.  4.  4. 14. 15.],False
747,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 1, 1, 1, 0)",[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  8.  0.  0.  0. 15.],False
748,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 1, 1, 0, 0, 1)",[ 0.  0.  0.  0.  4.  4.  6.  7.  0.  0.  0.  8.  4.  4.  6. 15.],False
749,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 0, 1, 0, 0)",[ 0.  0.  0.  0.  0.  0.  0.  0.  8.  8.  8.  8. 12. 12. 14. 15.],False
750,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 1, 0, 1, 1)",[ 0.  0.  0.  0.  4.  4.  6.  7.  0.  0.  0.  8.  4.  4.  6. 15.],False
751,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 0, 1, 1, 0)",[ 0.  0.  0.  0.  0.  0.  0.  0.  8.  8.  8.  8. 12. 12. 14. 15.],False
752,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 1, 1, 1, 0)",[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  8.  0.  0.  0. 15.],False
753,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 1, 0, 0, 1)",[ 0.  0.  0.  0.  4.  4.  6.  7.  0.  0.  0.  8.  4.  4.  6. 15.],True
754,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 1, 0, 1, 1)",[ 0.  0.  0.  0.  4.  4.  6.  7.  0.  0.  8.  8.  4.  4. 14. 15.],False
755,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(0, 0, 0, 1, 0, 1)",[ 0.  0.  0.  0.  0.  0.  0.  0.  8.  8.  8.  8. 12. 12. 14. 15.],False
756,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 0, 0, 1, 1)",[ 0.  0.  0.  0.  4.  4.  6.  7.  8.  8.  8.  8. 12. 12. 14. 15.],False
757,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 1, 0, 0, 0, 0)",[ 0.  0.  0.  0.  4.  4.  6.  7.  8.  8.  8.  8. 12. 12. 14. 15.],False
758,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 0, 0, 1, 1)",[ 0.  0.  0.  0.  4.  4.  6.  7.  8.  8.  8.  8. 12. 12. 14. 15.],False
759,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 0, 1, 1, 1)",[ 0.  0.  0.  0.  0.  0.  0.  0.  8.  8.  8.  8. 12. 12. 14. 15.],False
760,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 0, 0, 0, 1)",[ 0.  0.  0.  0.  4.  4.  6.  7.  8.  8.  8.  8. 12. 12. 14. 15.],False
761,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'AND']","(1, 0, 0, 0, 0, 0)",[ 0.  0.  0.  0.  4.  4.  6.  7.  8.  8.  8.  8. 12. 12. 14. 15.],False
762,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 0, 0, 0, 0, 0)",[ 0.  1.  0.  1.  4.  5.  7.  7.  8.  9.  8.  9. 12. 13. 15. 15.],False
763,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 1, 0, 1, 0)",[ 0.  1.  0.  1.  4.  5.  7.  7.  0.  1.  0.  9.  4.  5.  7. 15.],False
764,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 1, 0, 1, 1)",[ 0.  1.  0.  1.  4.  5.  7.  7.  0.  1.  0.  9.  4.  5.  7. 15.],False
765,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 0, 0, 0, 0)",[ 0.  1.  0.  1.  4.  5.  7.  7.  8.  9.  8.  9. 12. 13. 15. 15.],False
766,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 1, 0, 0, 1)",[ 0.  1.  0.  1.  4.  5.  7.  7.  0.  1.  0.  9.  4.  5.  7. 15.],False
767,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 1, 0, 0, 0, 1)",[ 0.  1.  0.  1.  4.  5.  7.  7.  8.  9.  8.  9. 12. 13. 15. 15.],False
768,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 1, 1, 0, 1)",[ 0.  1.  0.  1.  0.  1.  0.  1.  0.  1.  0.  9.  0.  1.  0. 15.],True
769,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 0, 0, 0, 1)",[ 0.  1.  0.  1.  4.  5.  7.  7.  8.  9.  8.  9. 12. 13. 15. 15.],False
770,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 1, 1, 0, 0)",[ 0.  1.  0.  1.  0.  1.  0.  1.  0.  1.  0.  9.  0.  1.  0. 15.],True
771,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 1, 0, 0, 0)",[ 0.  1.  0.  1.  4.  5.  7.  7.  0.  1.  0.  9.  4.  5.  7. 15.],False
772,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 1, 1, 1, 0, 1)",[ 0.  1.  0.  1.  0.  1.  0.  1.  0.  1.  0.  9.  0.  1.  0. 15.],True
773,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 0, 1, 0, 1)",[ 0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  8.  9. 12. 13. 15. 15.],True
774,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 1, 1, 1, 1)",[ 0.  1.  0.  1.  0.  1.  0.  1.  0.  1.  0.  9.  0.  1.  0. 15.],False
775,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 1, 0, 1, 1, 1)",[ 0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  8.  9. 12. 13. 15. 15.],False
776,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 1, 0, 1, 0, 1)",[ 0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  8.  9. 12. 13. 15. 15.],False
777,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 0, 0, 1, 1)",[ 0.  1.  0.  1.  4.  5.  7.  7.  8.  9.  8.  9. 12. 13. 15. 15.],False
778,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 1, 1, 0, 0, 1)",[ 0.  1.  0.  1.  4.  5.  7.  7.  0.  1.  0.  9.  4.  5.  7. 15.],False
779,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 0, 1, 1, 1)",[ 0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  8.  9. 12. 13. 15. 15.],False
780,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 0, 1, 0, 0, 0)",[ 0.  1.  0.  1.  4.  5.  7.  7.  0.  1.  8.  9.  4.  5. 15. 15.],False
781,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 0, 0, 0, 1, 0)",[ 0.  1.  0.  1.  4.  5.  7.  7.  8.  9.  8.  9. 12. 13. 15. 15.],False
782,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 0, 0, 1, 0)",[ 0.  1.  0.  1.  4.  5.  7.  7.  8.  9.  8.  9. 12. 13. 15. 15.],False
783,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 0, 1, 1, 0, 0)",[ 0.  1.  0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  0.  1. 15. 15.],False
784,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 0, 1, 1, 0)",[ 0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  8.  9. 12. 13. 15. 15.],False
785,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 0, 0, 1, 0, 1)",[ 0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  8.  9. 12. 13. 15. 15.],True
786,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 0, 0, 1, 1, 0)",[ 0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  8.  9. 12. 13. 15. 15.],False
787,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 0, 1, 1, 1, 0)",[ 0.  1.  0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  0.  1. 15. 15.],False
788,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 0, 1, 1, 0, 1)",[ 0.  1.  0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  0.  1. 15. 15.],True
789,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 0, 1, 1, 0, 0)",[ 0.  1.  0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  0.  1. 15. 15.],False
790,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 0, 0, 1, 0, 0)",[ 0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  8.  9. 12. 13. 15. 15.],False
791,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 0, 1, 1, 1, 0)",[ 0.  1.  0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  0.  1. 15. 15.],False
792,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 0, 1, 0, 0, 1)",[ 0.  1.  0.  1.  4.  5.  7.  7.  0.  1.  8.  9.  4.  5. 15. 15.],False
793,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 0, 1, 0, 1, 1)",[ 0.  1.  0.  1.  4.  5.  7.  7.  0.  1.  8.  9.  4.  5. 15. 15.],False
794,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 0, 0, 0, 0, 0)",[ 0.  1.  0.  1.  4.  5.  7.  7.  8.  9.  8.  9. 12. 13. 15. 15.],False
795,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 1, 1, 1, 0)",[ 0.  1.  0.  1.  0.  1.  0.  1.  0.  1.  0.  9.  0.  1.  0. 15.],False
796,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 0, 1, 1, 1, 1)",[ 0.  1.  0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  0.  1. 15. 15.],False
797,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 0, 1, 0, 0, 1)",[ 0.  1.  0.  1.  4.  5.  7.  7.  0.  1.  8.  9.  4.  5. 15. 15.],False
798,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 0, 0, 1, 1, 1)",[ 0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  8.  9. 12. 13. 15. 15.],False
799,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 0, 0, 1, 1, 1)",[ 0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  8.  9. 12. 13. 15. 15.],False
800,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 0, 0, 1, 1, 0)",[ 0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  8.  9. 12. 13. 15. 15.],False
801,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 0, 0, 0, 0, 1)",[ 0.  1.  0.  1.  4.  5.  7.  7.  8.  9.  8.  9. 12. 13. 15. 15.],False
802,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 0, 1, 1, 0, 1)",[ 0.  1.  0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  0.  1. 15. 15.],True
803,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 0, 0, 1, 0, 1)",[ 0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  8.  9. 12. 13. 15. 15.],True
804,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 1, 0, 1, 0, 0)",[ 0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  8.  9. 12. 13. 15. 15.],False
805,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(0, 1, 0, 1, 0, 0)",[ 0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  8.  9. 12. 13. 15. 15.],False
806,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 0, 1, 1, 1, 1)",[ 0.  1.  0.  1.  0.  1.  0.  1.  0.  1.  8.  9.  0.  1. 15. 15.],False
807,4,"[6, 7, 8, 9]","[[0, 1], [2, 3], [0, 5], [1, 6], [2, 7], [3, 8]]","['AND', 'AND', 'OR', 'OR', 'AND', 'OR']","(1, 0, 0, 0, 0, 1)",[ 0.  1.  0.  1.  4.  5.  7.  7.  8.  9.  8.  9. 12. 13. 15. 15.],False
